Symbol,Name,MktVal Co,DPS 25,DPS 24,DPS 23,DPS 22,DPS 21,DPS 20,DPS 19,DPS 18,DPS 17,DPS 16,DPS 15,DPS 14,DPS 13,DPS 12,DPS 11,DPS 10
ALSN,"Allison Transmission Holdings, Inc.","7,329.3",1.00,0.92,0.8,0.8,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.4,0.2,#N/A,#N/A,#N/A
ALT,"Altimmune, Inc.",330.9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTB,"Alpine Auto Brokers, Inc.","5,936.8",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALTG,"Alta Equipment Group, Inc.",246.6,0.23,0.23,0.1,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALTI,"AlTi Global, Inc. Class A",639.4,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALTS,ALT5 Sigma Corporation,127.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALV,Autoliv Inc.,"8,664.4",2.74,2.66,2.6,1.9,0.0,2.5,2.5,2.4,2.3,2.2,2.1,2.0,1.9,1.8,1.1,0.0
ALVO,Alvotech,"2,604.6",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ALX,"Alexander's, Inc.","1,238.4",18.00,18.00,18.0,18.0,18.0,18.0,18.0,17.0,16.0,14.0,13.0,11.0,15.0,12.0,7.5,0.0
AM,Antero Midstream Corp.,"8,616.4",0.90,0.90,0.9,1.0,1.2,1.1,0.5,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMAL,Amalgamated Financial Corp,"1,009.2",0.46,0.40,0.4,0.3,0.3,0.3,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMAT,"Applied Materials, Inc.","152,827.8",1.52,1.22,1.0,0.9,0.9,0.8,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2
AMBA,"Ambarella, Inc.","2,942.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A
AMBC,"Ambac Financial Group, Inc.",406.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMBI,Ambipar Emergency Response Class A,243.9,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMBP,Ardagh Metal Packaging S.A,"2,731.5",0.40,0.40,0.4,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMBZ,American Business Bank,427.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0
AMC,"AMC Entertainment Holdings, Inc. Class A","1,533.3",0.00,0.00,0.0,0.0,0.3,7.1,7.1,7.1,7.1,7.1,5.3,0.0,#N/A,#N/A,0.0,#N/A
AMCR,Amcor PLC,"21,993.0",0.50,0.49,0.5,0.5,0.5,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMCX,AMC Networks Inc. Class A,276.3,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A
AMD,"Advanced Micro Devices, Inc.","254,544.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AME,"AMETEK, Inc.","41,214.2",1.12,1.00,0.9,0.8,0.7,0.6,0.6,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.1,0.1
AMED,"Amedisys, Inc.","3,198.6",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMG,"Affiliated Managers Group, Inc.","5,968.6",0.04,0.04,0.0,0.0,0.4,1.3,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMGN,Amgen Inc.,"158,494.3",9.00,8.52,7.8,7.0,6.4,5.8,5.3,4.6,4.0,3.2,2.4,1.9,1.4,0.6,0.0,0.0
AMH,American Homes 4 Rent Class A,"13,381.3",1.04,0.88,0.7,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,#N/A,#N/A,#N/A,#N/A
AMJT,AMJ Global Technology,137.3,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMKR,"Amkor Technology, Inc.","5,314.2",0.32,0.30,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMN,"AMN Healthcare Services, Inc.",758.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMNF,"Armanino Foods Of Distinction, Inc.",267.8,0.15,0.13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
AMP,"Ameriprise Financial, Inc.","51,853.5",5.79,5.30,4.9,4.4,4.1,3.8,3.5,3.2,2.9,2.6,2.3,2.0,1.4,0.9,0.7,0.7
AMPH,"Amphastar Pharmaceuticals, Inc.",972.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
AMPL,Amplitude Inc Class A,"1,647.9",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMPX,Amprius Technologies Inc,"1,043.9",0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMPY,Amplify Energy Corp.,131.5,0.00,0.00,0.0,0.0,0.1,0.4,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,#N/A,#N/A,#N/A
AMR,"Alpha Metallurgical Resources, Inc.","1,622.1",0.00,1.94,1.2,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMRC,"Ameresco, Inc. Class A",957.9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
AMRK,"A-Mark Precious Metals, Inc.",537.8,0.80,0.60,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,#N/A,#N/A,#N/A,#N/A
AMRX,"Amneal Pharmaceuticals, Inc. Class A","2,498.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMSC,American Superconductor Corporation,"1,863.8",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMSF,"AMERISAFE, Inc.",860.7,1.48,1.36,1.2,1.2,1.1,1.0,0.9,0.8,0.7,0.6,0.5,0.3,0.0,0.0,0.0,0.0
AMT,American Tower Corporation,"105,223.4",6.48,6.45,5.9,5.2,4.5,3.8,3.2,2.6,2.2,1.8,1.4,1.1,0.9,0.0,0.0,0.0
AMTB,Amerant Bancorp Inc. Class A,834.5,0.36,0.36,0.4,0.1,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMTM,"Amentum Holdings, Inc.","6,141.5",0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMTX,"Aemetis, Inc.",153.4,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMWD,American Woodmark Corporation,760.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.4
AMWL,American Well Corporation Class A,127.6,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AMZN,"Amazon.com, Inc.","2,400,675.6",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AN,"AutoNation, Inc.","7,418.1",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAB,"AnaptysBio, Inc.",761.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ANDE,"Andersons, Inc.","1,236.2",0.77,0.75,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.4,0.4,0.3,0.3,0.2
ANET,"Arista Networks, Inc.","140,386.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
ANF,Abercrombie & Fitch Co. Class A,"4,453.2",0.00,0.00,0.0,0.0,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7
ANGI,Angi Inc Class A,770.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A
ANGO,"AngioDynamics, Inc.",352.9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANIK,"Anika Therapeutics, Inc.",150.6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANIP,"ANI Pharmaceuticals, Inc.","1,436.2",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANIX,"Anixa Biosciences, Inc.",110.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANNA,"AleAnna, Inc. Class A",291.9,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ANNX,"Annexon, Inc.",254.5,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A,468.8,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AOAO,Alpha One Inc,118.3,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AOMR,"Angel Oak Mortgage REIT, Inc.",220.0,1.28,1.28,1.7,0.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AON,Aon Plc Class A,"76,898.4",2.64,2.41,2.2,2.0,1.8,1.7,1.6,1.4,1.3,1.2,0.9,0.7,0.6,0.6,0.6,0.6
AONC,"American Oncology Network, Inc. Class A",470.0,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AORT,"Artivion, Inc.","1,302.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0
AOS,A. O. Smith Corporation,"9,990.3",1.30,1.22,1.1,1.1,1.0,0.9,0.8,0.6,0.5,0.4,0.3,0.2,0.2,0.2,0.1,0.1
AOSL,Alpha and Omega Semiconductor Limited,852.6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
AOUT,"American Outdoor Brands, Inc.",118.6,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
APA,APA Corporation,"6,791.1",1.00,1.00,0.8,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.6,0.6,0.6
APAM,"Artisan Partners Asset Management, Inc. Class A","3,738.7",2.82,2.31,3.0,3.9,2.8,2.4,2.4,2.4,2.4,2.4,2.2,0.9,#N/A,#N/A,#N/A,#N/A
APD,"Air Products and Chemicals, Inc.","65,719.5",7.06,6.87,6.4,5.8,5.2,4.6,4.3,3.7,3.4,3.2,3.0,2.8,2.5,2.2,1.9,1.8
APEI,"American Public Education, Inc.",547.3,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0,0.0
APG,APi Group Corporation,"14,577.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
APGE,"Apogee Therapeutics, Inc.","2,340.3",0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
APH,Amphenol Corporation Class A,"125,000.0",0.55,0.43,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0
APLD,Applied Digital Corporation,"2,685.1",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APLE,Apple Hospitality REIT Inc,"2,935.9",0.96,0.96,0.7,0.0,0.2,1.2,1.2,1.2,1.2,0.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
APLS,"Apellis Pharmaceuticals, Inc.","2,447.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
APO,Apollo Global Management Inc,"86,867.1",1.82,1.69,1.6,2.1,2.3,2.0,1.9,1.9,1.3,2.0,3.1,4.0,1.4,0.7,#N/A,#N/A
APOG,"Apogee Enterprises, Inc.",903.6,1.01,0.97,0.9,0.8,0.8,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3
APP,AppLovin Corp. Class A,"123,328.5",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
APPF,AppFolio Inc Class A,"9,041.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
APPN,Appian Corporation Class A,"2,138.5",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
APPS,"Digital Turbine, Inc.",579.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APTV,Aptiv PLC,"14,849.2",0.00,0.00,0.0,0.0,0.2,0.9,0.9,1.2,1.2,1.0,1.0,0.7,0.0,0.0,#N/A,#N/A
AQST,"Aquestive Therapeutics, Inc.",417.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AR,Antero Resources Corporation,"11,275.2",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
ARAY,Accuray Incorporated,137.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBE,Arbe Robotics Ltd.,158.8,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARBV,American Riviera Bancorp,120.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARCB,ArcBest Corporation,"1,799.5",0.48,0.48,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.6
ARCC,Ares Capital Corporation,"16,112.0",1.92,1.92,1.9,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.4,1.4,1.5
ARCO,"Arcos Dorados Holdings, Inc. Class A","1,535.7",0.24,0.19,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.2,#N/A,#N/A
ARCT,"Arcturus Therapeutics Holdings, Inc.",366.1,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A
ARDT,"Ardent Health, Inc.","1,589.2",0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARDX,"Ardelyx, Inc.","1,055.1",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
ARE,"Alexandria Real Estate Equities, Inc.","13,522.5",5.19,4.96,4.7,4.5,4.2,4.0,3.7,3.5,3.2,3.1,2.9,2.6,2.1,1.9,1.5,1.9
AREC,American Resources Corporation,111.1,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AREN,"Arena Group Holdings, Inc.",249.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARES,Ares Management Corporation,"59,803.2",3.72,3.08,2.4,1.9,1.6,1.3,1.3,1.1,0.8,0.9,0.4,#N/A,#N/A,#N/A,#N/A,#N/A
ARHS,"Arhaus, Inc. Class A","1,193.7",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARIS,"Aris Water Solutions, Inc. Class A","1,308.7",0.41,0.36,0.4,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARKO,ARKO Corp,487.2,0.12,0.12,0.1,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARL,"American Realty Investors, Inc.",202.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARLO,"Arlo Technologies, Inc.","1,690.6",0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARLP,"Alliance Resource Partners, L.P.","3,468.8",2.80,2.80,1.5,0.4,0.4,2.1,2.1,1.9,2.0,2.7,2.5,2.3,2.1,1.8,1.6,1.5
ARMK,Aramark,"11,347.7",0.38,0.44,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.2,0.0,#N/A,#N/A,#N/A,#N/A
AROC,Archrock Inc.,"4,137.3",0.67,0.61,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.0,0.0,0.0,0.0,0.0
AROW,Arrow Financial Corporation,446.1,1.09,1.06,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7
ARQ,"Arq, Inc.",240.6,0.00,0.00,0.0,0.0,0.3,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARQQ,Arqit Quantum Inc.,608.1,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARQT,Arcutis Biotherapeutics Inc,"1,748.7",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARR,"ARMOUR Residential REIT, Inc.","1,347.2",2.88,5.00,6.0,6.0,6.0,10.8,11.4,11.4,15.1,19.5,24.0,32.4,48.0,56.4,60.8,0.0
ARRY,Array Technologies Inc,"1,083.1",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARTNA,Artesian Resources Corporation Class A,343.8,1.18,1.14,1.1,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7
ARVN,"Arvinas, Inc.",536.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ARW,"Arrow Electronics, Inc.","6,768.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARWR,"Arrowhead Pharmaceuticals, Inc.","2,314.6",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS,"Amer Sports, Inc.","21,306.4",0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ASAN,"Asana, Inc. Class A","3,532.2",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ASB,Associated Banc-Corp,"4,281.2",0.89,0.85,0.8,0.8,0.7,0.7,0.6,0.5,0.5,0.4,0.4,0.3,0.2,0.0,0.0,0.5
ASGN,ASGN Incorporated,"2,120.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASH,Ashland Inc.,"2,332.2",1.58,1.44,1.3,1.2,1.1,1.1,1.0,1.2,1.6,1.5,1.4,1.1,0.8,0.7,0.5,0.3
ASIX,"Advansix, Inc.",589.3,0.64,0.61,0.5,0.1,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ASLE,AerSale Corporation,306.5,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ASMB,"Assembly Biosciences, Inc.",142.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
ASO,"Academy Sports and Outdoors, Inc.","3,597.7",0.44,0.36,0.3,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ASPI,"ASP Isotopes, Inc.",879.9,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ASPN,Aspen Aerogels Inc,594.1,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
ASPS,Altisource Portfolio Solutions S.A.,167.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTE,"Astec Industries, Inc.",868.3,0.52,0.52,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.0,0.0,0.0,0.0
ASTH,Astrana Health Inc.,"1,130.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTS,"AST SpaceMobile, Inc. Class A","19,576.4",0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ASUR,"Asure Software, Inc.",272.6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATAI,ATAI Life Sciences N.V.,648.4,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ATEC,"Alphatec Holdings, Inc.","1,533.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATEK,Athena Technology Acquisition Corp. II Class A,101.5,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ATEN,"A10 Networks, Inc.","1,350.1",0.24,0.24,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
ATEX,Anterix Inc.,427.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
ATGE,Adtalem Global Education Inc.,"4,206.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2
ATGL,Alpha Technology Group Ltd. Class A,346.2,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ATI,ATI Inc.,"13,177.1",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.7,0.7,0.7,0.7,0.7,0.7
ATKR,Atkore Inc,"2,499.6",0.96,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ATLC,Atlanticus Holdings Corp.,784.6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ATLN,Atlantic International Corp,111.0,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ATMU,"Atmus Filtration Technologies, Inc.","3,114.8",0.10,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ATNI,"ATN International, Inc.",267.7,0.96,0.87,0.7,0.7,0.7,0.7,0.7,1.0,1.3,1.2,1.1,1.0,1.0,0.9,0.8,0.8
ATO,Atmos Energy Corporation,"24,883.4",3.22,2.96,2.7,2.5,2.3,2.1,1.9,1.8,1.7,1.6,1.5,1.4,1.4,1.4,1.3,1.3
ATOM,Atomera Incorporated,152.6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
